tempo,temp,pressao,altitude,luz,gas1,gas2,gas3,Air,humidade,temp,poeira
Segunda-27/9/2020  12:26:45,36.63,93153.63,704,24,17,0,0,54,31.00,Temp: ,0.62
Segunda-27/9/2020  12:26:47,36.68,93153.05,704,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:26:49,36.69,93155.69,703,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:26:50,36.65,93151.83,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:26:52,36.59,93153.57,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:26:54,36.58,93151.01,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:26:56,36.59,93152.49,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:26:57,36.62,93150.08,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:26:59,36.64,93154.70,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:01,36.60,93151.02,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:02,36.53,93146.42,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:04,36.54,93147.88,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:06,36.53,93147.47,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:08,36.59,93149.91,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:09,36.61,93150.69,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:11,36.59,93145.88,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:13,36.64,93150.21,704,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:14,36.65,93143.10,705,24,17,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:16,36.62,93146.09,704,24,18,0,0,54,30.00,Temp: ,0.62
Segunda-27/9/2020  12:27:18,36.61,93148.99,704,24,16,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:20,36.58,93150.20,704,24,17,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:21,36.58,93149.64,704,24,18,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:23,36.56,93146.60,704,24,17,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:25,36.60,93152.89,704,24,17,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:26,36.59,93148.52,704,24,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:28,36.61,93148.82,704,24,16,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:30,36.63,93150.50,704,24,16,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:32,36.63,93152.75,704,24,18,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:33,36.60,93155.89,703,24,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:35,36.60,93153.10,704,24,18,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:37,36.58,93151.25,704,24,17,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:27:38,36.62,93151.13,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:40,36.57,93152.57,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:42,36.57,93151.71,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:44,36.55,93146.72,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:45,36.57,93147.36,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:47,36.58,93153.65,704,24,18,0,0,54,31.00,Temp: ,0.62
Segunda-27/9/2020  12:27:49,36.58,93151.07,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:50,36.62,93151.66,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:52,36.62,93150.78,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:54,36.61,93151.60,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:56,36.62,93151.66,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:57,36.61,93152.11,704,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:27:59,36.60,93155.53,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:01,36.61,93151.21,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:02,36.62,93153.22,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:04,36.63,93152.38,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:06,36.62,93153.74,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:08,36.61,93159.60,703,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:09,36.60,93156.72,703,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:11,36.63,93160.75,703,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:13,36.60,93148.58,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:14,36.63,93154.85,704,24,16,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:16,36.65,93153.74,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:18,36.68,93154.44,704,24,16,0,0,54,32.00,Temp: ,0.62
Segunda-27/9/2020  12:28:20,36.70,93154.71,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:21,36.71,93155.14,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:23,36.71,93159.81,703,24,16,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:25,36.68,93157.75,703,24,16,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:26,36.68,93158.24,703,24,16,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:28,36.65,93153.02,704,24,18,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:30,36.62,93152.17,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:32,36.59,93149.71,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:33,36.63,93152.75,704,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:35,36.66,93156.21,703,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:37,36.65,93152.14,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:38,36.67,93152.30,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:40,36.67,93148.82,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:42,36.71,93147.63,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:44,36.72,93150.18,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:45,36.74,93153.58,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:47,36.69,93153.28,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:28:49,36.68,93157.37,703,24,18,0,0,54,31.00,Temp: ,0.62
Segunda-27/9/2020  12:28:50,36.62,93151.66,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:52,36.62,93152.35,704,24,18,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:54,36.61,93150.17,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:56,36.64,93148.29,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:57,36.67,93152.96,704,24,16,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:28:59,36.66,93155.19,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:29:01,36.66,93152.67,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:29:02,36.66,93148.55,704,24,18,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:29:04,36.65,93145.53,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:29:06,36.67,93146.03,704,24,16,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:29:08,36.71,93144.44,705,24,16,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:29:09,36.71,93144.00,704,24,16,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:29:11,36.74,93147.69,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:29:13,36.72,93147.78,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:29:14,36.76,93151.22,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:16,36.77,93148.67,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:18,36.77,93147.28,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:20,36.77,93143.46,704,24,17,0,0,54,31.00,Temp: ,0.62
Segunda-27/9/2020  12:29:21,36.82,93150.02,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:23,36.79,93149.14,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:25,36.76,93148.79,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:26,36.77,93151.28,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:28,36.76,93150.03,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:30,36.76,93149.86,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:32,36.79,93151.05,704,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:33,36.79,93146.74,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:35,36.79,93149.52,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:37,36.78,93152.57,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:38,36.79,93151.41,704,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:40,36.77,93148.01,704,24,15,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:42,36.78,93145.60,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:44,36.80,93146.60,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:45,36.80,93148.67,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:47,36.82,93154.19,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:49,36.79,93153.17,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:50,36.76,93148.10,704,24,16,0,0,54,31.00,Temp: ,0.62
Segunda-27/9/2020  12:29:52,36.77,93153.21,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:54,36.75,93147.52,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:56,36.74,93151.49,704,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:57,36.74,93154.27,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:29:59,36.75,93155.69,703,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:01,36.71,93150.10,704,24,15,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:02,36.73,93152.30,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:04,36.72,93149.80,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:06,36.70,93148.13,704,24,15,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:08,36.72,93149.14,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:09,36.76,93150.18,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:11,36.79,93150.21,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:13,36.80,93145.57,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:15,36.83,93151.11,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:16,36.81,93151.38,704,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:18,36.77,93149.55,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:20,36.78,93147.72,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:21,36.84,93152.77,704,24,17,0,0,54,31.00,Temp: ,0.62
Segunda-27/9/2020  12:30:23,36.80,93146.27,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:25,36.82,93147.75,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:26,36.82,93151.43,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:28,36.79,93151.23,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:30,36.78,93148.59,704,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:32,36.78,93146.30,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:33,36.78,93148.39,704,24,16,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:30:35,36.79,93149.14,704,24,16,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:30:37,36.78,93148.42,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:30:39,36.79,93147.61,704,24,18,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:30:40,36.82,93150.02,704,24,16,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:30:42,36.79,93149.00,704,24,17,0,0,54,32.00,Temp: ,-1
Segunda-27/9/2020  12:30:44,36.84,93151.64,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:45,36.84,93149.43,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:47,36.84,93146.47,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:49,36.85,93147.26,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:51,36.87,93146.85,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:52,36.89,93151.43,704,24,16,0,0,54,31.00,Temp: ,0.62
Segunda-27/9/2020  12:30:54,36.90,93145.75,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:56,36.89,93148.48,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:57,36.84,93142.82,705,24,15,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:30:59,36.85,93146.18,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:01,36.86,93148.02,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:03,36.85,93143.75,705,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:04,36.85,93148.65,704,24,15,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:06,36.84,93146.30,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:08,36.88,93150.02,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:09,36.88,93148.27,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:11,36.89,93147.64,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:13,36.93,93154.16,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:15,36.91,93153.14,704,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:16,36.93,93153.46,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:18,36.94,93149.87,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:20,36.96,93150.65,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:21,36.96,93151.38,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:23,36.94,93145.20,704,24,17,0,0,53,31.00,Temp: ,0.62
Segunda-27/9/2020  12:31:25,36.92,93145.02,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:27,36.90,93144.03,705,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:28,36.87,93141.60,705,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:30,36.87,93144.57,704,24,17,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:32,36.87,93149.26,704,24,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:31:33,36.86,93150.94,704,24,15,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:31:35,36.83,93145.75,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:37,36.84,93149.96,704,24,18,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:39,36.82,93144.62,704,24,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:31:40,36.83,93148.19,704,24,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:31:42,36.83,93143.11,705,24,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:31:44,36.86,93144.33,705,24,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:31:45,36.87,93143.72,705,24,15,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:31:47,36.89,93151.28,704,24,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:31:49,36.88,93149.64,704,24,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:31:51,36.87,93148.77,704,24,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:31:52,36.82,93147.96,704,24,16,0,0,54,30.00,Temp: ,-1
Segunda-27/9/2020  12:31:54,36.80,93145.89,704,24,17,0,0,54,30.00,Temp: ,0.62
Segunda-27/9/2020  12:31:56,36.77,93147.28,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:57,36.76,93149.17,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:31:59,36.72,93146.50,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:01,36.70,93145.35,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:03,36.69,93150.67,704,24,16,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:04,36.70,93146.38,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:06,36.70,93145.66,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:08,36.69,93147.02,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:09,36.69,93147.71,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:11,36.69,93149.42,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:13,36.71,93148.88,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:15,36.72,93150.88,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:16,36.72,93149.46,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:18,36.75,93151.55,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:20,36.77,93143.98,705,24,15,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:21,36.82,93151.06,704,24,15,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:23,36.83,93148.67,704,24,18,0,0,54,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:25,36.79,93148.82,704,24,17,0,0,53,31.00,Temp: ,0.62
Segunda-27/9/2020  12:32:27,36.82,93149.14,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:28,36.78,93146.30,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:30,36.79,93147.08,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:32,36.79,93150.91,704,25,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:33,36.79,93151.75,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:35,36.76,93146.53,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:37,36.80,93153.55,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:39,36.82,93154.74,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:40,36.82,93151.23,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:42,36.82,93154.57,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:44,36.85,93157.14,703,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:45,36.84,93156.22,703,24,15,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:47,36.83,93151.99,704,24,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:49,36.82,93148.44,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:51,36.82,93148.27,704,24,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:52,36.83,93146.94,704,25,15,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:54,36.84,93149.11,704,24,15,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:32:56,36.87,93149.43,704,24,16,0,0,53,31.00,Temp: ,0.62
Segunda-27/9/2020  12:32:57,36.87,93144.57,704,24,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:32:59,36.89,93149.20,704,24,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:01,36.88,93149.28,704,24,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:03,36.92,93149.03,704,24,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:04,36.92,93149.24,704,24,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:06,36.93,93147.20,704,24,15,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:08,36.96,93147.86,704,24,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:09,36.94,93145.35,704,24,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:11,36.96,93148.25,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:13,36.93,93149.28,704,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:15,36.92,93155.82,703,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:16,36.90,93154.33,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:18,36.90,93149.92,704,26,15,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:20,36.89,93151.26,704,25,18,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:21,36.91,93153.00,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:23,36.86,93151.28,704,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:25,36.77,93149.58,704,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:27,36.72,93151.02,704,25,18,0,0,53,30.00,Temp: ,0.62
Segunda-27/9/2020  12:33:28,36.74,93150.96,704,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:30,36.75,93151.52,704,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:32,36.72,93147.72,704,25,18,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:33,36.73,93151.98,704,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:35,36.73,93151.60,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:37,36.67,93145.86,704,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:39,36.69,93147.33,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:40,36.70,93148.27,704,25,15,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:42,36.74,93150.62,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:44,36.75,93148.24,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:45,36.72,93147.19,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:47,36.73,93147.63,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:49,36.72,93150.36,704,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:51,36.72,93151.05,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:52,36.69,93144.03,705,25,15,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:54,36.72,93157.84,703,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:56,36.72,93152.07,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:33:57,36.71,93143.52,705,25,17,0,0,53,30.00,Temp: ,0.62
Segunda-27/9/2020  12:33:59,36.71,93147.32,704,25,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:34:01,36.76,93154.53,704,25,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:34:03,36.71,93150.82,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:34:04,36.71,93150.82,704,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:34:06,36.70,93152.30,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:34:08,36.69,93149.28,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:34:09,36.69,93151.37,704,25,18,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:34:11,36.68,93152.85,704,25,17,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:34:13,36.66,93151.71,704,25,15,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:34:15,36.64,93149.86,704,25,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:34:16,36.65,93156.17,703,25,17,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:34:18,36.62,93151.47,704,25,16,0,0,53,31.00,Temp: ,-1
Segunda-27/9/2020  12:34:20,36.61,93150.03,704,25,16,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:34:22,36.61,93152.11,704,26,18,0,0,53,30.00,Temp: ,-1
Segunda-27/9/2020  12:34:23,36.63,93152.90,704,25,16,0,0,53,30.00,Temp: ,-1
